น่ารักที่สุด,1
เข้าใจตรง,1
ความทรงจำดี,1
คิดถึงเหมือน,1
ดวงดี,1
ให้โอกาสแก้ตัว,1
สอบได้,1
สอบติด,1
เย้ดีใจด้วย,1
อดทนไว้,1
สิ่งดีงามควรรักษา,1
ความสุขง่ายขึ้นอยู่ใจ,1
อย่าทิ้งเค้า,1
สำคัญ,1
เข้มแข็งเข้าไว้สู้,1
เห็นด้วย,1
พูดดี,1
แคร์ตัวเอง,1
บินไปให้ถึงฝัน,1
การทำความดี,1
ชนะใจด้วยการกระทำ,1
ความสมบูรณ์แบบ,1
ความสุขในความคิด,1
ชื่นชมทำได้ดีมาก,1
ปังมาก,1
ดีช่วยที่กำลังจะตกจากอาคารสูงน่าชื่นชม,1
ชอบช่วยเหลือผู้อื่น,1
มิตรภาพที่ดีที่สุด,1
เชื่อมั่นคุณธรรมความดี,1
หอมน่ากิน,1
อยากรัก,1
น่าเรียนจัง,1
น่ากินน่าอร่อย,1
ยินดีที่ได้รู้จัก,1
ใส่บาตรทำบุญ,1
นี้ที่ดี,1
สู้ต่อไปสู้ต่อ,1
แคร์ความรู้สึก,1
เราโอเค,1
ผูกพัน,1
มากอดมา,1
สนใจ,1
กำลังใจ,1
สำคัญสุด,1
ขอข้ารองพระบาททุกชาติไป,1
ไม่ไหนไม่คิดถึง,1
เรารักในหลวง,1
อยากรู้จักจัง,1
ยกความดีความชอบให้,1
ช่วงที่ดีที่สุด,1
ไทยไม่ทิ้งเร่งช่วยเหลือ,1
เหลือเชื่อมาก,1
น่าตื่นเต้นและยิ่งใหญ่มาก,1
เจ๋งไป,1
ทำทุกอย่างเพื่อปกป้องโลก,1
อดใจรอไม่ไหว,1
พอใจการทำงาน,1
ภาคภูมิใจ,1
ศรัทธา,1
เจริญเติบโตอย่างแข็งแกร่งและสวยงาม,1
ตอบแทนความหวังดีด้วยการตั้งใจเรียนตั้งใจทำงาน,1
อยากกลับไปรื้อฟื้นความทรงจำดี,1
พยายามสุดความสามารถ,1
จะสู้จนกว่าจะชนะ,1
สนุกมาก,1
สนุกสนาน,1
ฉันเคยเกือบพลาดสิ่งที่ดีที่สุดในชีวิต,1
ขอบคุณที่รัก,1
อย่ายอมแพ้,1
ถึงเส้นชัย,1
ชัยชนะสิ่งที่คุ้มค่า,1
อย่าอ่อนแอแม้จะร้องไห้,1
อย่าอ่อนแอร้องไห้ไปสู้,1
ศรัทธาไม่ท้อ,1
อร่อยที่สุดในโลก,1
จุดมุ่งหมายอันทะเยอทะยาน,1
เซอร์ไพรส์,1
จะไม่ลืมดีนี้,1
สู้สู้,1
นับช่วงชีวิตที่ดีที่สุดแม้แค่เพียงเวลาสั้น,1
มาเชียร์เพื่อน,1
รักให้ทำปากจู๋ขอหัวใจละดวงจุ้บ,1
พยายามแบ๊ว,1
ดีที่สุด,1
ขอกำลังใจหน่อย,1
ทุกพูดความจริง,1
เธอน่ารักจังทำให้ใจเซ,1
กล้องของที่สวยงาม,1
ข่าวดีมาบอก,1
น่ารักแถมความรู้ด้วยสนใจป่าว,1
เธอเรียบร้อย,1
ชอบจิตใจดีและขยันมากกว่า,1
ปรบมือตามระเบียบ,1
น้ำใจนักกีฬา,1
ปลอดภัยไว้ก่อนป้องกันไว้,1
เข้าใจง่ายสะดวกรวดเร็ว,1
คุณค่าที่คู่ควร,1
น่ารักอ่ะอยากเดินจับมือไปจนแก่,1
ว้อนอยากได้,1
ไม่อดตาย,1
สนับสนุนส่งเสริมความสามัคคี,1
อยู่ไหนก็รักเหมือนเดิม,1
ขอกอดหน่อย,1
ขอทราบ,1
รายละเอียด,1
ดีเนาะ,1
ฝันดี,1
ของอร่อยน่ากิน,1
เห็นด้วย,1
ดีต่อใจ,1
ประหยัด,1
เชียร์,1
สดใส,1
เก่งขึ้นมาก,1
ขอบคุณที่ติดตาม,1
ฝีมือพัฒนาเร็วมาก,1
คำพูดหวานหวาน,1
หวานน่ากิน,1
จีบหวาน,1
คบไหม,1
แอบรัก,1
คาดหวัง,1
เขิน,1
เพื่อนรัก,1
ได้ฉันก็ได้,1
ฝึกฝนจนเก่ง,1
ชอบความรู้สึกแบบนี้น่ะ,1
ตั้งเเต่เราคุยเหมือนเราเจอมากขึ้น,1
ให้นึกถึง,1
เชื่อมั่นในตนเอง,1
แรงบันดาลใจให้ใฝ่เรียน,1
ห่วงเสมอ,1
ได้ฟังเพลงที่ชอบ,1
แบบโมเม้นที่ความรักรักเราทำอะไรซักอย่างให้เรามั่นใจแบบนี้ได้โคตรปลื้มใจ,1
ถึงแพ้ก็จะไม่ยอมถอย,1
ลาก่อนเดี๋ยวได้เจออีก,1
สู้ไม่ถอย,1
จุดหมายไม่ไกลเกินจริง,1
ตามทัน,1
มั่นคง,1
สุขใจขอบคุณเวลา,1
คุยได้,1
ความรู้สึกไว้เติมใจ,1
ขอบใจ,1
ขายดี,1
ไว้เจออีกทีในเวลาที่เหมาะสม,1
รักอยู่เคียงข้างเสมอ,1
แฮปปี้ความสุขรักเสมอ,1
ชมว่าสวยขึ้นน่ารักขึ้น,1
ของน่ารัก,1
บรรยากาศดีสีสัน,1
ของโปรด,1
สวรรค์,1
เพราะจัง,1
เพลงไพเราะมาก,1
พรวิเศษ,1
เรื่องน่ายินดีใจมาก,1
กล้าหาญ,1
การันตี,1
อนุมัติ,1
ตัดสินใจได้เด็ดขาด,1
ตัดสินคดีอย่างยุติธรรม,1
อนุญาตให้เข้ามาได้,1
รักษ์โลกรักษ์สิ่งแวดล้อม,1
ง่ายที่ใครก็ทำได้,1
ออกกำลังกาย,1
รีไซเคิลนำกลับมาใช้ใหม่ลดโลกร้อน,1
ช่วยลดโลกร้อนด้วยการรณรงค์ร่วมมือลดมลพิษ,1
อยู่อย่างพอเพียงปลูกผักปลอดสารพิษ,1
โอเะไม่เสียใจ,1
สร้างสันติภาพ,1
จงนับถือตัวเองให้มากพอที่จะรู้ว่าคู่ควรสิ่งที่ดีที่สุด,1
ความท้าทายสิ่งที่ทำให้ชีวิตน่าสนใจแต่การเอาชนะให้ได้สิ่งที่ทำให้ชีวิตความหมาย,1
อนาคตของขึ้นอยู่สิ่งที่ทำในนี้ไม่ใช่พรุ่งนี้,1
อย่าเพิ่งยอมแพ้จุดเริ่มต้นนั้นมักจะยากที่สุดเสมอ,1
สิ่งเดียวที่แน่นอนที่สุดในชีวิตคือความเปลี่ยนแปลง,1
ความรักชนะความรักความสงบสุข,1
ทุกที่ประสบชัยชนะในสิ่งใดที่ทำต้องเต็มใจตั้งใจ,1
ความปรารถนาอันร้อนแรงชัยชนะความสำเร็จ,1
จงแน่วแน่ในการตัดสินใจแต่ให้ยืดหยุ่นการลงมือทำ,1
ความมั่นใจมาจากการไม่กลัวที่จะทำอะไรผิด,1
วิธีให้กำลังใจตัวเองที่ดีที่สุดคือการให้กำลังใจอื่น,1
ก็ได้ค้นพบตัวเอง,1
สิ่งนี้เกิดขึ้นจากแรงบันดาลใจ,1
ไตร่ตรองและมองด้านบวกเข้าไว้ ,1
การเริ่มต้นทำสิ่งเดิมอีกครั้งอย่างชาญฉลาดกว่าเดิม,1
ฮาขำ,1
ราตรีสวัสดิ์,1
กล้าคิดกล้าทำ,1
ทำความดี,1
เธอคือทุกอย่างในชีวิต,1
สดชื่นใจอากาศดีนี้,1
อีกไม่นานเกินรอทุกอย่างจะดีขึ้น,1
สัญญาว่ารักเธอเดียว,1
แน่ใจว่าทำได้แน่นอน,1
สอบผ่าน,1
รักเสมอ,1
ของขวัญที่ค่า,1
สมหวังทุกประการ,1
อยากให้เธออยู่เคียงข้างฉันอย่างนี้ทุกคืนอย่างนี้ตลอดไป,1
พร้อมที่จะเผชิญความจริง,1
รูปนี้รู้สึกอบอุ่น,1
อย่างน้อยสนใจ,1
ยิ้ม,1
กำลังใจ,1
ฝัน,1
แรงใจ,1
ดวงใจลุกโชนความหวัง,1
แสงงสว่างส่องใจ,1
การชำระจิตหรือใจให้ผ่องใสสิ่งสำคัญที่สุดที่พึ่งปรารถนาที่สุดของผู้ปัญญาทั้งหลาย,1
ทำจิตให้สงบจะพบทางออก,1
ความพร้อมอยู่ที่เรา,1
ลงมือทำอย่างต่อเนื่องเท่านั้นเอง,1
ไม่ถูกตัวเอง,1
ต้องเชื่อในศักยาภาพของคุณและความพยายามที่,1
นี่สิ่งล้ำค่า,1
ห่วงใย,1
สันติภาพสิ่งที่คาดหวัง,1
หยิบยื่นโอกาส,1
สานต่อความฝันให้จริง,1
ไม่ต้องกังวลใจ,1
มองโลกในแง่ดี,1
ทำได้ดีกว่านี้อีก,1
อยากให้อ่านกำลังใจขึ้น,1
อดทนรอฟ้าใส,1
เจอที่ใช่และพร้อมฝ่าฟันทุกอย่างไปเรา,1
เดินสายปฎิบัติธรรมไปวัดทำบุญ,1
สนใจ,1
อยาก,1
เท่าไหร่,1
พบมุมมองดี,1
ที่ปรึกษาที่ดี,1
ผ่านสัมภาษณ์,1
ปรับปรุง,1
ที่ยึดเหนี่ยวทางใจ,1
ทัศนคติที่ดี,1
แนวทางแก้ปัญหา,1
มองโลกกว้าง,1
ศักดิ์ศรี,1
ไม่เลื่อนหาย,1
ความรวมน้ำใจรวมพลัง,1
คุณภาพดี,1
ขอให้ปราถนาที่ตั้งใจไว้ด้วย,1
ยิ้มรอดีกว่า,1
ทำให้ศรัทธาที่จะรำลึกถึงพระเพื่อดำรงพระศาสนาให้ยืนนานสาธุ,1
สาธุคำสอนที่ตรงและถูกต้องที่สุด,1
ประพฤติดี,1
เอง,1
ให้ข้อคิดดี,1
บุญกุศล,1
รักเสมือนพี่น้อง,1
ชนะเลิศ,1
ได้รางวัลเหรียญทอง,1
ให้อภัย,1
รักษาโรค,1
เข้าใจดี,1
ทำให้ดีกว่าเดิม,1
เบิกบาน,1
เชิดชู,1
เชิดหน้าชูตา,1
สามัคคีหนึ่งเดียว,1
เกียรติยศ,1
การกุศล,1
คึกครื้น,1
เตรียมตัวให้พร้อม,1
เสรีภาพบนเสรีประชาธิปไตย,1
คุ้มค่า,1
สุภาพเรียบร้อย,1
ขัดขืนต่อสู้เพื่อป้องกันตัวเอง,1
ประทับใจ,1
สาระประโยชน์,1
กลับตัวกลับใจดี,1
ได้กำไร,1
คลี่คลาย,1
โล่งใจ,1
รวดเร็วทันใจ,1
ใจเย็น,1
ตอกย้ำความทรงจำดี,1
หวานใจ,1
เมตตาปราณี,1
พัฒนาตนเองสม่ำเสมอด้วยความไม่ย่อท้อ,1
สานฝันให้จริง,1
อาสา,1
อยากกอด,1
เตือนสติ,1
สันติสุข,1
สำนึก,1
เลือกตามใจ,1
โครตน่ารัก,1
มหัศจรรย์,1
สิ่งพิเศษ,1
วิเศษ,1
ผ่อนคลาย,1
ยอมรับ,1
เจริญรุ่งเรือง,1
เสียสละ,1
ไถ่โทษ,1
ไถ่บาป,1
อบอวล,1
สะอาด,1
เอาใจใส่,1
ภาวนา,1
ฟุ้งเฟื่อง,1
เกียรติคุณ,1
ด้านบวก,1
ปลื้มดีใจ,1
คึกคัก,1
เจตนาดี,1
จิตแจ่มใส,1
เปรี้ยงปร้าง,1
ฮิต,1
ที่นิยม,1
ปลอบใจ,1
ปรองดอง,1
ไมตรี,1
มารยาท,1
รอบคอบ,1
บริสุทธิ์ใจ,1
เคารพนับถือ,1
วุฒิภาวะ,1
สุขุม,1
ฟื้นฟู,1
ล้ำสมัย,1
ดีที่สุด,1
ทันเวลาพอดี,1
สุจริต,1
น่าเชื่อถือ,1
เท่ห์,1
ไว้วางใจ,1
เสน่ห์,1
ทรงพลัง,1
ฮัก,1
ทุ่มเท,1
ภักดี,1
งอกงาม,1
คุ้มครอง,1
พึ่งพา,1
พึ่งพิง,1
ยิ้มแย้ง,1
ประเสริฐ,1
คลี่คลาย,1
เที่ยงธรรม,1
ชดเชย,1
เอื้อเฟื้อเผื่อแผ่,1
เยียวยา,1
คล่องตัว,1
คล่องแคล่ว,1
อุทิศ,1
เอ็นดู,1
เพียงพอ,1
เพลิดเพลิน,1
ถูกใจ,1
ไลค์,1
อลังการ,1
ว้าย,1
สนใจมาก,2
ติดต่อด่วน,2
เบอร์โทร,2
เบอร์,2
ติดต่อกลับด่วน,2
สนใจ,2
ติดต่อ,2
เฉย,3
นิ่ง,3
เสมอ,3
ตกลง,3
อ่อ,3
สัมภาษณ์,3
เงียบ,3
โอเค,3
พูด,3
ทำ,3
ตรวจสอบ,3
ตระหนัก,3
รับรู้,3
จับ,3
เกาะ,3
รูปแบบ,3
พอกัน,3
ขยับ,3
เรื่อย,3
พัก,3
ส่อง,3
มอง,3
กีฬา,3
เรียน,3
เรื่อง,3
ชาว,3
บ้าน,3
ชาวบ้าน,3
หน้า,3
ยกเว้น,3
ตัวเอง,3
มุม,3
ตัดสิน,3
วาง,3
หยุด,3
หรอ,3
หรา,3
ซัก,3
รีด,3
อยาก,3
แอบ,3
ฟัง,3
ใส่,3
ถ้า,3
แปะมือ,3
เดิม,3
ดำรง,3
นิยาม,3
รอ,3
ตอบ,3
ตาม,3
อะไร,3
ธรรมชาติ,3
เยอะ,3
ทึ่ง,3
เผื่อ,3
สากล,3
เป๊ะ,3
จ้า,3
คะ,3
ค่ะ,3
ครับ,3
ผ่าน,3
เพิ่ง,3
เรียก,3
บอก,3
นำ,3
พา,3
พิสูจน์,3
ใช้,3
ต่อ,3
เป็น,3
จะ,3
ทำ,3
ที่,3
เรื่อง,3
เงิน,3
ตัง,3
ตังค์,3
อาจ,3
เปิดเผย,3
เปิด,3
ปิด,3
พก,3
ก็,3
สอบ,3
การ,3
จะ,3
ดู,3
เดา,3
เลย,3
ไป,3
กลาง,3
แล้ว,3
เป็นกลาง,3
เดิน,3
วิ่ง,3
เล่น,3
อาหาร,3
คุณ,3
เขา,3
คน,3
มี,3
เว้น,3
พา,3
นำ,3
ดื่ม,3
มัน,3
ปล่อย,3
ย้าย,3
ฝึก,3
งาน,3
สถานะ,3
สภาวะ,3
ธรรมดา,3
นอน,3
ชาติ,3
คุ้น,3
ด้วย,3
สมัคร,3
มาตรการ,3
นะ,3
กับ,3
วัน,3
ผู้หญิง,3
ผู้ชาย,3
ผู้,3
ทำตาม,3
ไม่,4
ไม่เรื่อง,4
ทำกลับไม่,4
ช่างเลวจริงๆ,4
ผลงานย่ำแย่จนใกล้ตกชั้น,4
อึดอัดไม่รัก,4
ปวดหัวแท้ล้า,4
ไม่เงินโว้ย,4
ขี้เกียจล้านตัว,4
แย่ว่ะ,4
ทำไม่วะ,4
ร้อนตัวหรอ,4
ไม่น่ารัก,4
อำลานี้ไม่เจออีกน่ะ,4
เวลาเหนื่อยนี่บ่นใครบ้าง,4
เสีย,4
เสียความรู้สึก,4
นกบ่อยขนาดนี้ควรไปตายเกิดใหม่เถอะ,4
เจ็บเจ็บอีก,4
อิจฉาจัง,4
ไม่ต่างสัตว์เดรัจฉาน,4
หยังอายคิดอาย,4
ลั่นเบศพ,4
แบล็กลิสต์,4
เพ้อเจ้อกคิดไปเอง มโนไปเอง,4
ไม่ซาบซึ้ง,4
ถูกทัณฑ์ทรนแห่งนรก,4
ข่มขู่บีบบังคับ,4
เดี่ยวเสียทีหลัง,4
เธอมองข้าม,4
นี้ไงถึงไม่อยากให้รู้เพราะว่าวุ่นวายเเค่นี้กพอเเล้ว,4
หลอกให้รัก ,4
เเล้วทิ้งไป,4
ขี้คร้าน,4
อยู่ใกล้เอื้อม่ไปหาไม่,4
สวยไงขนาดครีมยังขี้เกียจทา,4
เมื่อยๆๆร่างกายอ่อนเพลีย,4
ไม่น้ำหนัก,4
ตำหนิ,4
น้อย,4
ไม่เคย,4
หัวร้อน,4
ยากกว่ากหลายเท่า,4
เพราะผิดหวังเยอะ,4
เจ็บเยอะ,4
นั่งเสีย,4
เสียน้ำตา,4
มันแย่ก,4
เบื่อจริงๆ,4
เสื่อม,4
เรื่องนี้บางครั้งมันเกินขอบเขตของคำว่าพอเกินไป,4
ว่างไม่อะไรทำ,4
ไม่สร้างสรรค์,4
สนุกบนความทุกข์ความไม่สบายของอื่น,4
กลัวเจ็บ,4
เจ็บ,4
ราคาแพงเกินไปไม่คุ้ม,4
ทรณการเมินใส่เเต่ไม่บอกเลิก,4
เลิกเถอะ,4
ชอบขี้งอนและน้อย,4
มันรู้สึกเหนื่อยจนไม่รู้ว่าระบายออกยังไง,4
ฟุ้งซ่าน,4
หิวกขี้เกียจลุกไปกิน,4
เครียดปวดหัว,4
มันเจ็บๆหัวว่ะ,4
ล้มโดนเหยียบซ้ำโดนนินทาสารพัดผิดไปหมด,4
อันตรายสุด,4
อันตรายกกว่าคิด,4
ร้องไห้เสียการลาจาก,4
เบื่อละคร,4
ฆ่าตัวตายจากปัญหาความเครียด,4
สังเวยชีวิต,4
น่ากลัวคือสังเวยชีวิต,4
เหี้ยกว่านั้นคือกูร้องไห้ตาม,4
ความตาย,4
ขู่ให้ลบทันที,4
โบกมืออำลา,4
เสียกสอบไม่ติด,4
กูโง่ขนาดนั้นหรอ,4
ความรู้สึกกูเหี้ยก,4
ผิดเองไม่พร้อม,4
ประกาศช้า,4
ไม่อยากลุ้น,4
หมดอารมณ์,4
สอบไม่ติดเสียหลาย,4
เหนื่อยก,4
อย่าน้อยเพราะทำไม่,4
โดดเดี่ยวไม่ใคร,4
เหนื่อยจนไม่อยากทำอะไรละ,4
ไม่ใครให้กำลัง,4
หยิ่งเกินไป,4
ฝันสลาย,4
เหมือนฟ้าผ่าฟาดกลาง,4
แพ้,4
คือสุดยอดแห่งความห่วยแตก,4
ความกังวล,4
เจ็บ สุดๆด้วย,4
หลอกแฟนๆ ด้วยมุขเดิมๆ,4
หายหน้าหายตา ร้างราไปจากวงการตามกาลเวลา,4
ยอมแพ้ ไม่รู้ทำยังไง,4
ทอดทิ้ง,4
ทุกอย่างไร้ค่า,4
หวังอะไรลมๆ แล้งๆ ,4
น้ำใต้ศอก,4
ขายขี้หน้า,4
ไม่เห็นอะไร,4
ไม่รู้หวังอะไร,4
กลัวว่ามันไม่อนาคต,4
อันนี้ค่อนข้างแย่อยู่,4
ทำร้ายร่างกาย,4
น่าเสียดาย,4
ลำบาก,4
ถึงไม่รัก,4
ทรนเหมือนกันทำไม่,4
ฉันเสียเธอไป,4
มันยิ่งทำให้เค้าเจ็บปวด,4
เจ็บแทบตาย,4
ความหวังสุดท้ายหายไปละ,4
โคตรทรน,4
ท้อหมดแรง,4
แพ้ให้ความไม่ชัดเจน,4
ไม่พอ,4
จนไม่เงินซื้อ,4
หลอกว่ายังรักไหม,4
พลาดหลายๆอย่างสำคัญไป,4
พบการทุจริตคอรัปชั่น,4
ให้ยากกว่าเดิม,4
ไม่ความหย,4
ออกอย่างรุนแรง,4
ความน่ากลัว,4
กลิ่นเหม็นจากดาวมรณะ,4
อาคารบังอาจมองไม่เห็น,4
แย่จัง,4
หลอกให้รักจากไป,4
ไม่เห็นค่า,4
ไม่ใครเห็นค่า,4
ใส่กเกินไป,4
เกินพอเกินไป,4
ร้องไห้งอแงไม่ปลอบ,4
กำแย่,4
เจ้าชู้,4
หน้าแบบเซ็งก,4
ขัดจังหวะ,4
ร้องไห้หนักก,4
หงุดหวิดโว้ย,4
ข่มขู่บังคับอยู่ยาก,4
ไม่เต็ม,4
ปวดหัวหัวระเบิด,4
ตายห่าไป,4
บีบคอตาย,4
เสื่อมพัง,4
ดวงไม่,4
ไล่ออก,4
กลัวจุดจบแบบนี้ั,4
เลวร้าย,4
หลงกไปเสียหาย,4
ลำพังหนาว,4
ปัญหา,4
พูดให้ร้าย,4
ทำชั่ว,4
สงสาร,4
โหยหา,4
ดราม่าเยอะ,4
ทำงานบกพร่องจนทำให้เดือดร้อน,4
เศร้าเสีย,4
ท้อแท้หมดกำลัง,4
ง่วงก,4
ข้อสอบ,4
อ่อนแอไร้ค่าไร้ความหย,4
รบกวน,4
เย็นชาไม่สนใคร,4
อพยพหนีน้ำ,4
ความทุกข์ยากลำบาก,4
ล้อเล่นความรู้สึก,4
สลดหนุ่มเตกคลองดับซัดเห็นมัวถ่ายรูปไม่ช่วย,4
เสียชีวิตสลดเจ็บสาหัส,4
หลอก,4
น้ำป่าไหลท่วมฉับพลัน,4
จมน้ำตายต่อหน้า,4
สลดแม่ยักษ์ทิ้งลูกในไส้บนซากกองขยะ,4
ขี้กลัวโดนผีหลอก,4
แย่ลงไปหมด,4
หมดศรัทธา,4
ลอบสังหาร,4
เขย่าขวัญน่ากลัว,4
ฉันตื่นสายพลาดไปไม่ทันรถ,4
พลาดไปเสีย,4
ยอมแพ้,4
ดราม่าหนัก,4
เรียกร้องให้แบน,4
วายร้าย,4
ยังไม่แห้ง,4
นินทา,4
ไม่สบาย,4
ไม่ใส่,4
ขี้ลืม,4
ลืม,4
ไม่แข็งพอ,4
เกลียดหน้ามึงอ่ะ,4
ของไม่ตรงตามสั่งแม่งเสียความรู้สึกควย,4
ไม่ใครจดจำ,4
งานท่วมหัวทำตัวเหมือนว่าง,4
แปลกหน้าไม่ใครรู้จัก,4
โดนเทมันทำให้พัง,4
น้อย,4
อย่าให้พูดกวนก,4
ยาโคตรขมไม่อร่อยรสชาติแย่,4
ตอบยากจังว่ะตายหรือไง,4
ผีเหี้ยไรเเม่งกูหมั่นใส้,4
ประกาศผิด,4
เดี๋ยวนี้ไม่ภาพเหมือนก่อนเห็นผิดบ่อยก,4
เจอแบบนี้เสียความรู้สึก,4
งานระดับนี้ผิดผลาดไง,4
หมดความขลังของออสการ์,4
ไม่รางวัลยังไม่อายขนาดนี้,4
โหด,4
ลามก,4
ขยะแขยง,4
อิจฉาสิ,4
คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,4
มันนินทา,4
ผีห่าหมูหหาเรื่องนินทาอยู่,4
อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,4
แพ้แล,4
โดนแทงตาย,4
ตายในหลุม,4
เถื่อน,4
มันขาดความการน้ำต่อเพื่อนมนุษย์,4
พูดไม่รู้เรื่อง,4
อดอยากไม่เงิน,4
อดตาย,4
สุดท้ายโดนหลอก,4
เศรษฐกิจตกต่ำตกงาน,4
หิวข้าว,4
โกรธ,4
สยองเกินบรรยาย,4
ไฟไหม้ป่า,4
เข้าผิด,4
ไม่กล้า,4
ทิ้ง,4
เสียไปง่าย,4
อารมณ์เสีย,4
เลิก,4
เศร้า,4
ขอเถียงขาดดิ้น,4
เห็นร้องไห้,4
หดหู่,4
เจ็บคอไอไข้หวัด,4
เห็นแก่ตัว,4
อย่าคาดหวัง,4
หลงทาง,4
ป่วยไม่สบาย,4
โดนทิ้ง,4
ทุบตีไล่ออก,4
หมดความอดทน,4
เกรียน,4
ผิดหวัง,4
เพ้อเจ้อ,4
บาป,4
สังหาร,4
กลัวเสียมันไป,4
ถ้ามันเสียไปกู้กลับคือไม่เหมือนเดิม,4
หมดละมันพังไปหมดละมันไม่เหลืออะไรอีก,4
เกลียด,4
คิดมันน้อย,4
ลาก่อน,4
ทำตัวไร้ค่า,4
ทะเลาะ,4
หลอกลวง,4
งง,4
อวดเก่ง,4
กากเทห์ไม่เรื่อง,4
อยู่ไม่ว่า,4
ตามไม่ทัน,4
ความเสี่ยง,4
น่าสงสาร,4
เจนน็อค,4
ลาออกจากงาน,4
เหนื่อยและเพลียก,4
ถีบตกบันได,4
ขายไม่ออก,4
อกหักเพราะบอกเลิก,4
พังยับเยิน,4
ฉันผิดเอง,4
นรกของชั่ว,4
ตกนรกทั้ง,4
แสบท้อง,4
แสบแก้วหู,4
ไม่เพราะ,4
เสียเวลา,4
มองโลกแง่ร้าย,4
ร้ายกาจ,4
ร้ายหลบหนีความผิด,4
กดดัน,4
กดขี่เรียกค่าไถ่,4
กักขังสงสัย,4
กระชากหน้ากากร้าย,4
กระวนกระวาย,4
ก่อกวน,4
